CASEID,ORGANIZATION_NUMBER,PERCENT_WHITE,BUDGET,DISCIPLINE,JOBTYPE,LEVEL,EMPLOYMENTSTATUS,RACEETHNICITY,GENDER,DISABILITYSTATUS,DECADEBORN,DECADEHIRED,VOLUNTEER
19852,MASKED,4,2,Theater,1,-9,1,2,2,-9,1990,2010,2
19853,MASKED,3,1,Visual Arts,2,3,2,6,1,-9,1950,2010,1
19854,MASKED,4,1,Multi-Discipline,8,2,2,6,1,-9,-8,2010,2
19855,MASKED,2,4,Multi-Discipline,7,2,2,2,1,-9,1980,2010,2
19856,MASKED,2,5,Museum,19,1,1,3,1,1,1950,2010,2
19857,MASKED,1,2,Music,20,2,1,6,1,-9,1980,2010,2
19858,MASKED,4,4,Visual Arts,22,1,4,6,1,-9,1990,2010,2
19859,MASKED,1,3,Multi-Discipline,2,3,1,6,1,-9,1950,2010,1
19860,MASKED,4,4,Theater,16,2,1,6,1,-9,1980,2000,2
19861,MASKED,2,5,Music,20,3,1,6,1,1,1970,2000,2
19862,MASKED,3,3,Visual Arts,15,1,1,6,2,-9,1980,2010,2
19863,MASKED,2,2,Music,1,2,2,6,2,-9,1980,2010,2
19864,MASKED,1,3,Museum,8,1,4,4,2,-9,1950,2010,2
19865,MASKED,3,5,Theater,21,1,1,6,2,-9,1970,2010,2
19866,MASKED,3,4,Museum,22,1,4,6,1,-9,-8,2000,1
19867,MASKED,1,2,Multi-Discipline,1,2,4,3,2,-9,-8,-8,2
19868,MASKED,3,5,Visual Arts,14,2,1,6,1,-9,1960,2000,2
19869,MASKED,3,5,Music,1,2,1,6,1,-9,1960,1990,2
19870,MASKED,3,5,Film/Visual/Audio,8,1,1,3,1,-9,1950,1990,2
19871,MASKED,4,3,Theater,1,1,2,6,2,-9,-8,2010,2
19872,MASKED,1,2,Film/Visual/Audio,20,2,2,3,1,-9,1950,2000,2
19873,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1950,2010,2
19874,MASKED,1,3,Multi-Discipline,1,2,2,4,1,-9,1980,2010,2
19875,MASKED,2,2,Theater,21,1,4,3,2,-9,1990,2010,2
19876,MASKED,3,5,Film/Visual/Audio,6,1,1,6,1,-9,1970,2010,2
19877,MASKED,2,1,Music,3,2,2,6,1,-9,1950,2010,1
19878,MASKED,3,3,Music,6,1,1,6,1,-9,1980,2010,2
19879,MASKED,3,2,Literature,6,3,4,6,1,-9,1980,2000,2
19880,MASKED,3,4,Visual Arts,20,2,4,6,1,-9,1960,2000,2
19881,MASKED,3,3,Theater,21,1,4,6,2,-9,1960,2010,2
19882,MASKED,3,5,Visual Arts,19,1,1,3,2,-9,1980,2010,2
19883,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,1970,2010,2
19884,MASKED,2,5,Music,8,3,1,6,2,1,1960,2000,2
19885,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,1960,2010,2
19886,MASKED,1,2,Multi-Discipline,1,1,2,4,1,-9,1980,2010,2
19887,MASKED,2,3,Film/Visual/Audio,12,3,1,6,1,-9,1970,2000,2
19888,MASKED,1,2,Multi-Discipline,8,2,4,3,1,-9,1980,2010,2
19889,MASKED,2,5,Museum,13,2,1,6,2,-9,-8,-8,2
19890,MASKED,3,1,Dance,1,1,4,5,2,-9,1980,2010,2
19891,MASKED,3,5,Visual Arts,6,1,1,6,1,-9,1980,2010,2
19892,MASKED,4,3,Theater,6,2,1,6,2,-9,1980,2010,2
19893,MASKED,1,3,Multi-Discipline,8,2,1,6,1,-9,1980,2010,2
19894,MASKED,3,3,Music,16,3,1,6,1,-9,1950,2000,2
19895,MASKED,2,3,Multi-Discipline,2,-9,-9,6,2,-9,1950,-8,1
19896,MASKED,4,3,Multi-Discipline,12,2,2,6,1,-9,1970,2010,2
19897,MASKED,3,5,Theater,21,1,1,6,2,-9,1970,2000,2
19898,MASKED,1,1,Multi-Discipline,8,1,4,-8,2,-9,-8,2010,2
19899,MASKED,3,2,Dance,20,3,1,6,1,-9,1950,2000,2
19900,MASKED,4,1,Theater,12,3,4,6,1,-9,1980,2010,2
19901,MASKED,4,5,Dance,21,2,1,6,2,-9,1950,1990,2
19902,MASKED,3,5,Multi-Discipline,21,3,1,4,2,-9,1970,2000,2
19903,MASKED,2,5,Museum,4,2,1,6,2,-9,1950,1980,2
19904,MASKED,1,3,Museum,8,2,1,5,2,-9,1980,2010,2
19905,MASKED,3,4,Music,8,2,4,6,1,-9,1970,2000,2
19906,MASKED,3,2,Theater,21,1,4,-8,2,-9,1970,2010,2
19907,MASKED,4,5,Dance,8,2,1,6,2,-9,1950,1970,2
19908,MASKED,2,2,Music,20,2,1,6,1,-9,1970,2000,2
19909,MASKED,3,5,Film/Visual/Audio,21,1,1,6,2,-9,1960,2000,2
19910,MASKED,1,5,Dance,8,1,4,6,1,-9,1950,2000,2
19911,MASKED,1,2,Multi-Discipline,2,-9,-9,3,2,-9,-8,2000,1
19912,MASKED,1,5,Dance,20,1,1,2,1,-9,1970,2000,2
19913,MASKED,2,2,Museum,16,2,1,6,1,-9,1980,2010,2
19914,MASKED,3,5,Theater,21,1,1,4,2,-9,1980,2000,2
19915,MASKED,3,5,Film/Visual/Audio,7,2,1,6,1,-9,1950,1990,2
19916,MASKED,2,3,Museum,8,1,4,4,1,-9,1990,2010,2
19917,MASKED,2,4,Museum,19,2,1,4,2,-9,1950,2000,2
19918,MASKED,2,5,Botanical and Science and Zoo,22,1,1,4,1,-9,1950,1990,2
19919,MASKED,2,3,Dance,2,3,-9,6,2,-9,-8,1970,1
19920,MASKED,2,2,Multi-Discipline,2,3,-9,6,1,-9,1970,2010,1
19921,MASKED,1,3,Multi-Discipline,12,-9,4,3,2,-9,1980,2010,2
19922,MASKED,4,4,Theater,1,1,2,3,2,-9,1950,-8,1
19923,MASKED,2,5,Museum,17,1,4,2,1,-9,1990,2010,2
19924,MASKED,2,4,Multi-Discipline,21,2,4,6,2,-9,1950,2010,2
19925,MASKED,3,1,Music,1,2,2,6,2,-9,1970,2010,2
19926,MASKED,4,4,Music,2,3,4,6,1,-9,1950,2000,1
19927,MASKED,2,2,Architecture/Design,2,3,4,6,2,-9,1960,2010,1
19928,MASKED,3,4,Museum,8,1,4,6,1,-9,1980,2010,2
19929,MASKED,1,4,Visual Arts,8,1,4,2,1,-9,1990,2010,2
19930,MASKED,3,1,Music,1,2,2,3,1,-9,1950,2010,2
19931,MASKED,1,1,Visual Arts,1,3,2,-8,1,-9,1950,1980,1
19932,MASKED,2,1,Dance,11,2,4,6,2,-9,1950,2000,2
19933,MASKED,3,5,Multi-Discipline,6,3,1,6,1,-9,1980,2010,2
19934,MASKED,3,3,Multi-Discipline,2,-9,-9,6,1,-9,1970,2010,2
19935,MASKED,2,1,Film/Visual/Audio,2,2,2,6,1,-9,1980,2000,1
19936,MASKED,4,4,Music,7,2,1,6,2,-9,1950,2000,2
19937,MASKED,3,5,Theater,1,1,2,6,2,-9,-8,2000,2
19938,MASKED,1,3,Museum,8,1,4,4,1,-9,1990,2010,2
19939,MASKED,4,3,Visual Arts,2,3,4,6,1,-9,-8,2010,1
19940,MASKED,2,5,Multi-Discipline,22,1,4,4,1,2,-8,-8,2
19941,MASKED,1,1,Theater,1,2,4,2,1,-9,1990,2010,2
19942,MASKED,2,5,Multi-Discipline,8,2,1,6,1,-9,1950,2010,2
19943,MASKED,3,5,Multi-Discipline,2,-9,-9,6,1,-9,1960,2010,2
19944,MASKED,2,5,Museum,19,1,1,3,2,1,1960,2000,2
19945,MASKED,2,5,Museum,19,1,1,3,1,1,1970,2010,2
19946,MASKED,2,5,Museum,22,1,4,2,2,-9,1980,2010,2
19947,MASKED,3,3,Museum,12,3,1,6,1,-9,1950,2000,2
19948,MASKED,2,5,Botanical and Science and Zoo,9,1,-9,6,2,-9,1970,1990,2
19949,MASKED,1,1,Music,2,3,4,-8,1,-9,1960,2000,2
19950,MASKED,3,3,Visual Arts,20,1,4,6,1,-9,1990,2010,2
19951,MASKED,4,1,Music,12,3,2,6,2,-9,1960,2010,1
19952,MASKED,1,1,Theater,1,1,2,1,1,-9,1980,2010,2
19953,MASKED,2,5,Multi-Discipline,9,1,4,3,2,-9,1960,2010,2
19954,MASKED,2,5,Multi-Discipline,8,1,4,5,1,-9,1970,2000,2
19955,MASKED,1,2,Dance,21,-9,2,4,2,-9,1980,2010,2
19956,MASKED,1,2,Music,2,3,-9,6,2,-9,1960,2000,2
19957,MASKED,3,3,Theater,1,1,2,6,2,-9,1980,2010,2
19958,MASKED,3,3,Multi-Discipline,8,2,4,6,1,-9,1970,2010,2
19959,MASKED,3,5,Music,20,1,4,6,2,-9,1950,2010,2
19960,MASKED,2,2,Multi-Discipline,20,1,3,3,1,-9,1990,2010,2
19961,MASKED,1,1,Theater,2,3,4,3,1,-9,1950,2000,2
19962,MASKED,3,5,Multi-Discipline,20,1,1,6,1,-9,1980,2010,2
19963,MASKED,3,5,Music,22,1,1,4,2,-9,1950,1970,2
19964,MASKED,2,1,Theater,1,3,2,6,1,-9,1950,2000,2
19965,MASKED,1,1,Theater,2,3,1,-8,1,-9,1960,2000,2
19966,MASKED,2,4,Music,2,3,4,6,2,-9,-8,2000,1
19967,MASKED,3,4,Museum,22,1,4,6,1,-9,-8,2010,1
19968,MASKED,2,2,Theater,8,2,4,6,1,-9,1990,2010,2
19969,MASKED,4,1,Theater,2,3,4,6,2,-9,1960,2000,1
19970,MASKED,1,5,Multi-Discipline,6,2,1,4,1,-9,1980,2000,2
19971,MASKED,3,3,Multi-Discipline,1,1,2,3,1,-9,1990,2010,2
19972,MASKED,2,5,Multi-Discipline,1,2,4,6,1,-9,1950,2010,2
19973,MASKED,4,2,Theater,20,1,3,4,1,-9,1990,2010,2
19974,MASKED,2,3,Multi-Discipline,1,3,2,4,2,-9,-8,2010,2
19975,MASKED,3,4,Music,8,2,4,6,2,-9,1960,2010,2
19976,MASKED,2,3,Architecture/Design,21,1,4,3,1,-9,1980,1990,2
19977,MASKED,2,3,Museum,2,-9,-9,3,1,-9,1950,2000,1
19978,MASKED,2,4,Film/Visual/Audio,16,1,1,5,1,-9,1990,2010,2
19979,MASKED,3,3,Multi-Discipline,20,3,1,6,1,-9,1950,2000,2
19980,MASKED,2,5,Music,8,1,4,6,2,1,1980,2000,2
19981,MASKED,1,4,Visual Arts,8,1,4,2,1,-9,1960,2000,2
19982,MASKED,3,1,Humanities,2,3,-9,6,1,-9,1950,2000,2
19983,MASKED,3,3,Dance,2,3,-9,6,1,-9,1950,2000,2
19984,MASKED,3,4,Visual Arts,8,2,4,6,1,-9,1950,2000,2
19985,MASKED,1,2,Multi-Discipline,16,2,4,3,1,-9,1960,1990,2
19986,MASKED,1,2,Theater,5,2,2,3,1,-9,-8,2010,2
19987,MASKED,1,1,Film/Visual/Audio,5,1,3,2,1,-9,1990,2010,1
19988,MASKED,2,2,Music,1,1,2,6,1,-9,-8,2010,2
19989,MASKED,1,3,Multi-Discipline,2,3,4,6,2,-9,1950,1990,2
19990,MASKED,3,2,Music,3,1,4,6,2,-9,1980,2010,1
19991,MASKED,3,2,Museum,12,3,1,6,1,-9,1980,2000,2
19992,MASKED,1,5,Multi-Discipline,21,1,4,6,2,-9,1980,2010,2
19993,MASKED,3,3,Theater,1,1,2,6,1,-9,1970,2010,2
19994,MASKED,3,5,Theater,21,1,1,4,2,-9,1980,2000,2
19995,MASKED,3,1,Theater,2,3,2,6,1,-9,1970,2010,1
19996,MASKED,3,5,Music,16,2,1,6,1,-9,1970,2010,2
19997,MASKED,3,5,Multi-Discipline,21,1,4,4,1,-9,1970,2010,2
19998,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1950,2010,2
19999,MASKED,1,1,Music,16,2,2,3,1,-9,1990,2010,2
20000,MASKED,2,1,Theater,5,3,2,6,2,-9,1950,1990,2
20001,MASKED,4,3,Music,2,-9,-9,6,1,-9,1950,-8,1
20002,MASKED,2,4,Multi-Discipline,21,2,2,6,2,-9,1970,2010,2
20003,MASKED,4,3,Botanical and Science and Zoo,9,1,4,6,2,-9,1950,2000,2
20004,MASKED,2,5,Multi-Discipline,14,1,4,6,1,-9,1980,2000,2
20005,MASKED,1,2,Multi-Discipline,12,3,1,2,1,-9,1960,2010,2
20006,MASKED,1,5,Dance,8,1,4,3,1,-9,-8,2000,2
20007,MASKED,2,1,Theater,5,1,2,6,2,-9,-8,2010,2
20008,MASKED,2,5,Music,1,1,4,6,2,1,1960,2000,2
20009,MASKED,3,5,Music,7,1,4,6,1,-9,1970,2010,2
20010,MASKED,2,3,Multi-Discipline,2,-9,-9,6,2,-9,-8,-8,2
20011,MASKED,2,5,Botanical and Science and Zoo,18,1,1,4,1,-9,1980,2010,2
20012,MASKED,1,5,Multi-Discipline,2,-9,-9,6,1,-9,1970,2000,1
20013,MASKED,3,5,Music,21,2,1,3,2,-9,1960,2000,2
20014,MASKED,4,3,Museum,19,1,4,6,1,-9,1950,2000,2
20015,MASKED,2,2,Visual Arts,8,1,3,6,1,-9,1970,2010,1
20016,MASKED,3,5,Theater,21,1,4,6,2,-9,1980,2010,2
20017,MASKED,2,2,Music,16,3,2,2,1,-9,1980,1990,2
20018,MASKED,1,4,Museum,12,3,1,4,2,-9,-8,2010,2
20019,MASKED,4,3,Multi-Discipline,2,-9,-9,6,1,-9,1970,2010,1
20020,MASKED,3,5,Theater,21,1,1,6,2,-9,1960,2000,2
20021,MASKED,1,5,Multi-Discipline,6,1,1,4,1,-9,1980,2010,2
20022,MASKED,3,2,Theater,21,2,4,6,1,-9,1990,2010,2
20023,MASKED,3,1,Film/Visual/Audio,12,3,4,6,1,-9,-8,-8,1
20024,MASKED,2,5,Museum,20,2,1,2,1,-9,-8,-8,2
20025,MASKED,1,3,Dance,1,1,1,4,1,-9,1990,2010,2
20026,MASKED,4,2,Architecture/Design,2,-9,-9,6,1,-9,1950,-8,2
20027,MASKED,2,3,Museum,9,1,1,3,2,-9,1970,1990,2
20028,MASKED,1,3,Dance,2,3,4,4,2,-9,1970,-8,1
20029,MASKED,1,3,Multi-Discipline,2,-9,-9,2,2,-9,1960,2010,2
20030,MASKED,2,3,Multi-Discipline,1,1,2,6,2,-9,1960,2010,2
20031,MASKED,3,3,Literature,2,-9,-9,6,1,-9,1960,2010,2
20032,MASKED,2,4,Dance,21,2,4,6,1,-9,1980,2010,2
20033,MASKED,2,4,Botanical and Science and Zoo,9,1,1,6,1,-9,-8,2000,2
20034,MASKED,3,3,Multi-Discipline,8,2,4,6,1,-9,1980,2010,2
20035,MASKED,2,3,Multi-Discipline,1,3,2,3,1,-9,-8,2010,2
20036,MASKED,2,2,Multi-Discipline,16,1,4,3,1,-9,1990,2010,2
20037,MASKED,1,1,Visual Arts,9,-9,1,4,3,-9,1960,2010,2
20038,MASKED,1,5,Dance,1,1,4,3,1,-9,1980,2000,2
20039,MASKED,3,5,Visual Arts,17,1,1,6,1,-9,1970,2000,2
20040,MASKED,3,5,Theater,21,1,1,6,1,-9,1980,2000,2
20041,MASKED,3,2,Literature,8,2,1,6,1,-9,1980,2010,2
20042,MASKED,2,5,Museum,17,1,1,5,2,1,1960,2010,2
20043,MASKED,2,5,Botanical and Science and Zoo,9,2,1,6,2,-9,1950,2000,2
20044,MASKED,3,5,Music,1,2,1,2,1,-9,1970,1990,2
20045,MASKED,3,1,Dance,1,3,2,6,1,-9,1970,2000,2
20046,MASKED,2,5,Museum,11,2,1,6,2,-9,1950,2000,2
20047,MASKED,3,3,Multi-Discipline,8,2,4,6,1,2,1980,2010,2
20048,MASKED,3,2,Dance,1,1,4,5,2,-9,1970,2010,2
20049,MASKED,1,1,Multi-Discipline,1,1,4,3,2,-9,1990,2010,2
20050,MASKED,1,3,Museum,8,1,4,3,1,-9,1980,2000,2
20051,MASKED,4,3,Theater,12,3,1,6,2,-9,1960,2000,2
20052,MASKED,1,5,Multi-Discipline,6,2,1,6,1,-9,1970,2000,2
20053,MASKED,1,2,Multi-Discipline,8,1,4,4,2,-9,1990,2010,2
20054,MASKED,3,4,Dance,22,1,4,3,2,-9,1990,2010,2
20055,MASKED,1,5,Dance,1,1,4,4,1,-9,1980,2010,2
20056,MASKED,1,1,Multi-Discipline,2,3,-9,6,1,-9,-8,-8,2
20057,MASKED,2,5,Botanical and Science and Zoo,18,1,-9,6,1,-9,1980,2010,2
20058,MASKED,3,3,Theater,1,1,4,6,1,-9,1980,2010,2
20059,MASKED,1,3,Dance,8,1,4,3,2,-9,1980,2010,2
20060,MASKED,1,2,Museum,2,-9,-9,3,1,-9,1960,2010,1
20061,MASKED,3,5,Theater,11,1,1,6,2,-9,1970,2000,2
20062,MASKED,1,2,Multi-Discipline,2,1,-9,3,1,-9,-8,-8,1
20063,MASKED,4,2,Dance,1,2,4,6,1,-9,1980,2010,2
20064,MASKED,2,5,Museum,17,1,4,6,2,-9,1960,2010,2
20065,MASKED,3,5,Theater,1,2,1,2,2,-9,1950,2010,2
20066,MASKED,2,5,Museum,17,1,4,6,1,-9,1990,2010,2
20067,MASKED,3,3,Dance,1,1,4,6,2,-9,1960,2010,2
20068,MASKED,4,4,Theater,22,1,1,6,2,-9,1990,2010,2
20069,MASKED,4,3,Theater,2,-9,-9,6,2,-9,-8,1990,2
20070,MASKED,3,5,Theater,21,1,1,4,2,-9,1960,2000,2
20071,MASKED,3,4,Museum,8,1,3,3,1,-9,1990,2010,2
20072,MASKED,2,5,Museum,10,3,1,6,2,-9,1980,2010,2
20073,MASKED,3,3,Theater,2,3,4,6,2,-9,1950,2010,1
20074,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,1980,2010,2
20075,MASKED,3,5,Visual Arts,17,1,1,6,1,-9,1970,2010,2
20076,MASKED,4,3,Multi-Discipline,2,3,-9,6,2,-9,-8,2010,1
20077,MASKED,2,5,Theater,20,2,1,6,1,-9,1970,2000,2
20078,MASKED,2,5,Music,8,2,1,6,2,1,1970,1990,2
20079,MASKED,2,5,Humanities,18,1,4,6,1,-9,1950,2000,2
20080,MASKED,3,5,Theater,22,1,4,6,2,-9,1980,2000,2
20081,MASKED,3,2,Dance,8,3,2,6,1,-9,1970,2010,2
20082,MASKED,2,5,Museum,17,2,1,6,1,-9,-8,-8,2
20083,MASKED,2,2,Multi-Discipline,16,1,4,4,1,-9,1980,2010,2
20084,MASKED,1,1,Theater,5,1,2,3,2,-9,1950,2000,2
20085,MASKED,3,5,Visual Arts,17,1,1,6,2,-9,1970,2000,2
20086,MASKED,2,5,Museum,19,1,1,3,2,-9,-8,-8,2
20087,MASKED,3,4,Museum,8,1,4,3,2,-9,1950,2000,2
20088,MASKED,3,5,Dance,1,1,1,4,1,-9,1990,2010,2
20089,MASKED,4,4,Music,2,-9,-9,6,2,-9,-8,2000,1
20090,MASKED,3,3,Visual Arts,12,3,1,6,2,-9,1960,2000,2
20091,MASKED,4,2,Dance,16,3,1,6,1,-9,1970,2010,2
20092,MASKED,3,3,Visual Arts,2,-9,-9,6,1,-9,-8,1980,1
20093,MASKED,4,2,Literature,2,3,4,6,2,-9,1960,2010,2
20094,MASKED,2,5,Museum,9,1,1,6,1,1,1950,2000,2
20095,MASKED,3,5,Music,20,1,4,6,1,-9,1990,2010,1
20096,MASKED,2,5,Humanities,8,1,3,4,1,-9,1990,2010,2
20097,MASKED,2,5,Museum,19,1,1,3,2,1,1950,1980,2
20098,MASKED,4,2,Literature,2,-9,-9,6,2,-9,1960,2000,1
20099,MASKED,3,4,Theater,9,2,1,6,1,-9,1980,2010,2
20100,MASKED,3,3,Literature,2,-9,-9,6,2,-9,1960,2010,2
20101,MASKED,3,5,Museum,18,3,1,6,1,-9,1950,2000,2
20102,MASKED,1,1,Music,1,3,2,6,1,-9,1950,2000,2
20103,MASKED,2,5,Museum,18,1,1,6,1,-9,1950,2010,2
20104,MASKED,2,5,Museum,13,3,1,6,1,-9,1950,2010,2
20105,MASKED,4,1,Multi-Discipline,1,2,2,6,2,-9,1970,1990,1
20106,MASKED,3,5,Theater,1,1,1,6,1,-9,1980,2000,2
20107,MASKED,2,2,Theater,1,2,2,1,1,-9,1980,2010,2
20108,MASKED,3,5,Theater,20,2,1,4,2,-9,1980,2000,2
20109,MASKED,1,1,Literature,7,-9,-9,-8,2,-9,-8,-8,2
20110,MASKED,3,5,Theater,8,1,4,3,1,-9,1950,2000,2
20111,MASKED,3,5,Film/Visual/Audio,6,2,1,6,1,-9,1960,2010,2
20112,MASKED,1,1,New Media,8,2,2,3,1,-9,1950,2010,2
20113,MASKED,3,5,Multi-Discipline,20,3,1,6,1,-9,1980,2010,2
20114,MASKED,4,3,Multi-Discipline,21,2,1,6,2,-9,1990,2010,2
20115,MASKED,2,1,Music,1,2,4,2,1,-9,1970,2000,2
20116,MASKED,3,5,Music,21,2,1,6,2,-9,1960,2000,2
20117,MASKED,1,1,Theater,22,3,4,3,1,-9,1960,2000,1
20118,MASKED,3,2,Music,8,2,4,6,2,-9,1970,2010,2
20119,MASKED,2,5,Museum,19,1,1,3,2,-9,-8,-8,2
20120,MASKED,3,2,Dance,12,3,1,6,2,-9,1950,1980,2
20121,MASKED,1,3,Museum,2,3,4,6,1,-9,1950,1980,1
20122,MASKED,3,1,Theater,1,-9,-9,6,2,-9,-8,-8,2
20123,MASKED,1,2,Music,16,1,4,2,1,-9,1990,2010,2
20124,MASKED,2,5,Museum,12,3,1,6,1,-9,-8,-8,2
20125,MASKED,3,3,Architecture/Design,2,3,4,6,2,-9,1950,1990,2
20126,MASKED,2,5,Music,8,2,4,-8,1,1,1950,1990,2
20127,MASKED,3,2,Craft and Other,7,1,3,5,2,-9,1990,2010,1
20128,MASKED,3,5,Theater,21,1,1,6,2,-9,1970,2000,2
20129,MASKED,2,4,Multi-Discipline,6,2,1,3,1,-9,1970,2010,2
20130,MASKED,2,5,Museum,10,2,1,6,2,-9,-8,-8,2
20131,MASKED,4,2,Dance,1,2,4,6,1,-9,1990,2010,2
20132,MASKED,3,5,Music,10,1,1,6,1,-9,1980,2010,2
20133,MASKED,1,2,Music,16,1,4,3,2,-9,1980,2010,2
20134,MASKED,2,5,Museum,11,2,1,2,2,-9,-8,-8,2
20135,MASKED,3,4,Museum,22,1,4,6,1,-9,-8,2000,1
20136,MASKED,2,5,Museum,9,1,1,6,2,-9,1950,2010,2
20137,MASKED,2,4,Multi-Discipline,22,1,4,6,2,-9,1990,2010,2
20138,MASKED,2,5,Botanical and Science and Zoo,4,3,1,6,2,-9,1960,2010,2
20139,MASKED,3,5,Museum,20,1,1,6,1,-9,1980,2010,2
20140,MASKED,2,2,Music,6,3,1,6,1,-9,1980,2010,2
20141,MASKED,4,3,Theater,12,3,1,-8,3,-9,-8,1980,2
20142,MASKED,3,1,Music,1,-9,2,6,1,-9,1980,2010,2
20143,MASKED,2,2,Music,22,1,4,6,2,-9,1950,2010,1
20144,MASKED,1,1,Visual Arts,2,3,4,4,2,-9,1950,2010,1
20145,MASKED,1,5,Multi-Discipline,16,2,1,6,1,-9,1980,2000,2
20146,MASKED,1,2,Multi-Discipline,16,2,4,5,1,-9,-8,-8,2
20147,MASKED,2,5,Music,8,2,4,6,2,1,1950,1980,2
20148,MASKED,3,3,Visual Arts,2,3,4,6,1,-9,1970,2010,1
20149,MASKED,3,3,New Media,2,-9,-9,6,1,-9,1960,2000,2
20150,MASKED,1,5,Multi-Discipline,3,1,4,3,1,-9,1990,2010,2
20151,MASKED,1,2,Multi-Discipline,12,3,1,3,1,-9,1970,2010,2
20152,MASKED,1,3,Multi-Discipline,12,3,1,6,1,-9,1950,2000,2
20153,MASKED,3,5,Music,21,2,1,6,2,-9,1960,2000,2
20154,MASKED,4,3,Museum,2,2,-9,6,2,-9,-8,-8,1
20155,MASKED,2,5,Museum,18,2,1,6,2,1,1950,1980,2
20156,MASKED,3,2,Architecture/Design,2,3,1,6,2,-9,1950,1990,2
20157,MASKED,4,1,Theater,8,1,4,6,1,-9,1990,2010,2
20158,MASKED,2,1,Film/Visual/Audio,1,3,2,3,2,-9,1950,2000,1
20159,MASKED,2,5,Botanical and Science and Zoo,9,1,1,6,2,-9,1950,2000,2
20160,MASKED,4,2,Music,1,1,2,6,1,-9,1970,2010,2
20161,MASKED,4,1,Multi-Discipline,1,3,2,6,1,-9,1950,2000,2
20162,MASKED,2,2,Music,12,3,1,6,1,-9,1960,2010,2
20163,MASKED,2,5,Multi-Discipline,11,3,1,-8,2,-9,1970,2000,2
20164,MASKED,2,5,Multi-Discipline,22,1,4,6,1,2,-8,-8,2
20165,MASKED,4,3,Museum,22,1,4,6,2,-9,-8,-8,2
20166,MASKED,2,5,Botanical and Science and Zoo,16,2,-9,6,2,-9,1950,1990,2
20167,MASKED,1,3,Museum,9,3,1,6,2,-9,1960,2000,2
20168,MASKED,1,3,Museum,8,1,4,2,1,-9,1990,2010,2
20169,MASKED,4,1,Music,2,3,2,6,2,-9,1950,2010,1
20170,MASKED,3,3,Literature,2,-9,-9,6,1,-9,1950,-8,1
20171,MASKED,2,5,Museum,4,2,1,6,2,-9,-8,-8,2
20172,MASKED,1,3,Multi-Discipline,12,3,1,3,1,-9,1970,2000,2
20173,MASKED,3,2,Theater,2,-9,-9,6,1,-9,1980,2010,1
20174,MASKED,2,3,Theater,2,-9,-9,6,1,-9,1950,2010,1
20175,MASKED,4,3,Music,2,2,4,6,2,-9,1950,2000,1
20176,MASKED,4,2,Theater,1,3,4,6,1,-9,1980,2000,2
20177,MASKED,3,5,Theater,22,1,4,6,2,-9,1990,2010,2
20178,MASKED,2,5,Multi-Discipline,22,1,4,2,1,-9,1990,2010,2
20179,MASKED,3,5,Theater,21,1,1,6,2,-9,1960,2000,2
20180,MASKED,1,5,Dance,8,1,4,6,2,-9,1970,2010,2
20181,MASKED,2,3,Music,8,2,4,6,1,-9,1980,2010,2
20182,MASKED,2,5,Museum,19,1,1,3,2,-9,-8,-8,2
20183,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1960,2000,2
20184,MASKED,3,5,Theater,1,2,2,6,2,-9,-8,2000,2
20185,MASKED,2,2,Music,22,1,4,6,2,-9,1950,2010,1
20186,MASKED,2,5,Botanical and Science and Zoo,22,1,-9,3,1,-9,1990,2010,2
20187,MASKED,2,5,Multi-Discipline,15,1,4,6,1,-9,1980,2010,2
20188,MASKED,3,2,Dance,16,3,4,4,2,-9,1970,2000,2
20189,MASKED,1,3,Theater,1,2,4,4,1,-9,1980,2010,2
20190,MASKED,4,3,Dance,2,2,4,6,1,-9,1960,2010,1
20191,MASKED,4,4,Theater,8,1,4,6,1,-9,1960,1990,2
20192,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,-8,2000,2
20193,MASKED,2,5,Multi-Discipline,2,-9,-9,2,2,-9,1970,-8,1
20194,MASKED,3,3,Architecture/Design,16,1,1,6,2,-9,1990,2010,2
20195,MASKED,3,1,Film/Visual/Audio,2,-9,-9,3,2,-9,-8,-8,1
20196,MASKED,2,5,Museum,8,1,4,6,2,-9,1960,2000,2
20197,MASKED,2,5,Botanical and Science and Zoo,9,1,-9,3,2,-9,1950,1970,2
20198,MASKED,4,1,Theater,2,3,2,6,2,-9,1960,2010,1
20199,MASKED,4,3,Architecture/Design,2,3,4,6,2,-9,1960,2010,1
20200,MASKED,2,5,Botanical and Science and Zoo,19,1,1,4,1,-9,1950,2000,2
20201,MASKED,1,1,Multi-Discipline,12,3,1,3,2,-9,1950,1990,2
20202,MASKED,3,1,Music,10,3,4,6,2,-9,1950,1970,1
20203,MASKED,2,2,Museum,2,3,1,6,2,-9,1950,2010,2
20204,MASKED,3,2,Music,2,3,4,6,1,-9,1970,2010,1
20205,MASKED,1,5,Multi-Discipline,20,1,1,4,2,-9,1990,2010,2
20206,MASKED,3,2,Dance,2,3,1,6,1,-9,1960,1990,1
